,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
319,2014-12-10,Davidson,@,Montana,W 110-99,200,33,56,0.589,23,33,0.697,10,23,0.435,34,36,0.944,110
320,2014-12-20,Incarnate Word,@,Missouri-Kansas City,W 110-104 (3OT),275,36,66,0.545,31,44,0.705,5,22,0.227,33,44,0.75,110
321,2015-02-03,Northwestern State,@,Central Arkansas,W 110-108,200,37,76,0.487,26,51,0.51,11,25,0.44,25,33,0.758,110
322,2015-02-21,Kentucky,,Auburn,W 110-75,200,44,68,0.647,38,51,0.745,6,17,0.353,16,23,0.696,110
323,2015-11-14,Tennessee Tech,,Piedmont,W 110-72,201,38,66,0.576,24,35,0.686,14,31,0.452,20,27,0.741,110
324,2015-11-16,Idaho State,,Dickinson State (ND),W 110-85,200,35,67,0.522,18,29,0.621,17,38,0.447,23,31,0.742,110
325,2015-11-16,North Texas,,Texas College,W 110-61,200,40,68,0.588,32,50,0.64,8,18,0.444,22,34,0.647,110
326,2015-11-18,Houston,,Prairie View,W 110-69,200,38,66,0.576,29,50,0.58,9,16,0.563,25,26,0.962,110
327,2015-11-22,Eastern Kentucky,,Longwood,W 110-97,200,40,60,0.667,27,36,0.75,13,24,0.542,17,25,0.68,110
328,2015-12-12,Houston Baptist,,Arlington Baptist,W 110-53,200,42,72,0.583,34,49,0.694,8,23,0.348,18,27,0.667,110
329,2016-01-15,Monmouth,@,Iona,W 110-102,200,36,62,0.581,23,40,0.575,13,22,0.591,25,32,0.781,110
330,2016-02-03,Illinois,@,Rutgers,W 110-101 (3OT),275,35,77,0.455,25,48,0.521,10,29,0.345,30,34,0.882,110
331,2016-02-16,Campbell,,Allen,W 110-66,200,38,51,0.745,27,30,0.9,11,21,0.524,23,28,0.821,110
332,2016-11-11,North Carolina-Wilmington,,Claflin,W 110-64,200,41,80,0.513,29,56,0.518,12,24,0.5,16,18,0.889,110
333,2016-11-16,Saint Mary's (CA),,Prairie View,W 110-72,200,39,68,0.574,25,36,0.694,14,32,0.438,18,21,0.857,110
334,2016-11-22,Nevada-Las Vegas,,Northern Arizona,W 110-71,200,45,83,0.542,34,54,0.63,11,29,0.379,9,16,0.563,110
335,2016-11-23,Citadel,@,Arizona State,L 110-127,200,42,84,0.5,29,47,0.617,13,37,0.351,13,16,0.813,110
336,2016-11-26,Grambling,N,Savannah State,W 110-104,200,40,73,0.548,27,42,0.643,13,31,0.419,17,28,0.607,110
337,2016-12-13,Portland State,,New Hope Christian,W 110-79,200,49,86,0.57,45,65,0.692,4,21,0.19,8,15,0.533,110
338,2016-12-15,North Florida,,Thomas University,W 110-80,200,34,56,0.607,21,30,0.7,13,26,0.5,29,40,0.725,110
339,2016-12-22,Wake Forest,,Louisiana State,W 110-76,200,41,69,0.594,25,43,0.581,16,26,0.615,12,18,0.667,110
340,2017-01-04,Duke,,Georgia Tech,W 110-57,200,39,70,0.557,23,39,0.59,16,31,0.516,16,19,0.842,110
341,2017-01-07,Marshall,,Charlotte,W 110-93,200,38,73,0.521,26,51,0.51,12,22,0.545,22,29,0.759,110
342,2017-01-14,Bryant,,Sacred Heart,L 110-112 (3OT),275,40,85,0.471,26,54,0.481,14,31,0.452,16,23,0.696,110
343,2017-02-01,Indiana,,Penn State,W 110-102 (3OT),275,41,78,0.526,35,57,0.614,6,21,0.286,22,32,0.688,110
344,2017-02-15,Butler,,St. John's (NY),W 110-86,200,34,59,0.576,21,33,0.636,13,26,0.5,29,40,0.725,110
345,2017-02-25,Savannah State,@,North Carolina A&T,W 110-91,200,37,86,0.43,17,33,0.515,20,53,0.377,16,24,0.667,110
346,2010-11-20,Brigham Young,,Chicago State,W 109-60,200,38,82,0.463,27,51,0.529,11,31,0.355,22,38,0.579,109
347,2010-11-20,Cal State Northridge,,Vanguard,W 109-66,200,40,67,0.597,36,54,0.667,4,13,0.308,25,29,0.862,109
348,2010-12-04,Western Michigan,,Alma,W 109-50,200,44,78,0.564,34,57,0.596,10,21,0.476,11,18,0.611,109
349,2010-12-30,South Dakota,,Doane College,W 109-92,200,37,65,0.569,26,39,0.667,11,26,0.423,24,34,0.706,109
350,2011-01-06,Coastal Carolina,@,Virginia Military Institute,W 109-87,200,40,72,0.556,37,62,0.597,3,10,0.3,26,38,0.684,109
351,2011-01-13,Tennessee Tech,,Tennessee-Martin,W 109-105 (3OT),275,41,79,0.519,37,69,0.536,4,10,0.4,23,35,0.657,109
352,2011-02-10,Washington,,University of California,W 109-77,200,43,76,0.566,26,45,0.578,17,31,0.548,6,7,0.857,109
353,2011-11-11,Weber State,,Northern New Mexico,W 109-50,200,37,61,0.607,20,32,0.625,17,29,0.586,18,23,0.783,109
354,2011-11-15,Western Carolina,,Montreat,W 109-63,200,38,74,0.514,28,44,0.636,10,30,0.333,23,34,0.676,109
355,2011-11-22,San Jose State,,Holy Names,W 109-71,200,41,71,0.577,30,46,0.652,11,25,0.44,16,22,0.727,109
356,2011-12-07,Montana State,,Willamette,W 109-64,200,38,71,0.535,28,50,0.56,10,21,0.476,23,34,0.676,109
357,2011-12-08,Virginia Military Institute,,Central Pennsylvania College,W 109-86,200,43,88,0.489,34,53,0.642,9,35,0.257,14,23,0.609,109
358,2011-12-11,Elon,,Lynchburg,W 109-67,200,40,73,0.548,27,46,0.587,13,27,0.481,16,21,0.762,109
359,2011-12-14,Rice,,Louisiana College,W 109-51,200,37,70,0.529,34,55,0.618,3,15,0.2,32,40,0.8,109
360,2011-12-15,North Carolina-Asheville,,Montreat,W 109-61,200,44,69,0.638,40,57,0.702,4,12,0.333,17,25,0.68,109
361,2012-11-12,North Carolina Central,,Johnson & Wales (NC),W 109-46,200,36,64,0.563,28,43,0.651,8,21,0.381,29,39,0.744,109
362,2012-12-08,Florida A&M,,Allen,W 109-59,200,44,79,0.557,38,66,0.576,6,13,0.462,15,26,0.577,109
363,2013-01-02,Virginia Commonwealth,@,East Tennessee State,W 109-58,200,40,73,0.548,24,39,0.615,16,34,0.471,13,22,0.591,109
364,2013-11-12,Central Arkansas,,Hendrix,W 109-59,200,39,79,0.494,28,55,0.509,11,24,0.458,20,32,0.625,109
365,2013-11-13,Purdue,,Central Connecticut State,W 109-73,200,43,79,0.544,34,55,0.618,9,24,0.375,14,24,0.583,109
366,2013-11-14,Iowa,,Maryland-Eastern Shore,W 109-63,200,35,68,0.515,28,51,0.549,7,17,0.412,32,43,0.744,109
367,2013-11-17,New Mexico,,Charleston Southern,W 109-93,200,34,57,0.596,25,39,0.641,9,18,0.5,32,43,0.744,109
368,2013-11-20,Mercer,,Johnson & Wales (NC),W 109-56,200,35,59,0.593,28,38,0.737,7,21,0.333,32,43,0.744,109
369,2013-11-21,North Florida,,Webber,W 109-64,200,38,62,0.613,23,32,0.719,15,30,0.5,18,22,0.818,109
370,2013-11-22,Southeast Missouri State,,Mid-Continent,W 109-64,199,42,80,0.525,36,56,0.643,6,24,0.25,19,31,0.613,109
371,2013-11-25,Citadel,,Montreat,W 109-64,199,36,63,0.571,22,33,0.667,14,30,0.467,23,26,0.885,109
372,2013-12-07,Montana State,,Walla Walla,W 109-54,200,44,70,0.629,34,52,0.654,10,18,0.556,11,16,0.688,109
373,2013-12-08,Colorado State,,Southwestern Oklahoma State,W 109-55,200,36,57,0.632,26,39,0.667,10,18,0.556,27,35,0.771,109
374,2013-12-19,Montana State,,Southwestern Christian,W 109-79,200,41,66,0.621,28,42,0.667,13,24,0.542,14,21,0.667,109
375,2014-01-28,Virginia Military Institute,@,North Carolina-Asheville,W 109-105,200,36,78,0.462,25,57,0.439,11,21,0.524,26,38,0.684,109
376,2014-02-06,Davidson,@,Samford,W 109-88,200,37,57,0.649,21,35,0.6,16,22,0.727,19,29,0.655,109
377,2014-11-14,Texas A&M,,Northwestern State,W 109-68,200,42,74,0.568,34,57,0.596,8,17,0.471,17,27,0.63,109
378,2014-11-15,Duke,,Fairfield,W 109-59,200,40,62,0.645,31,40,0.775,9,22,0.409,20,28,0.714,109
379,2014-11-20,Minnesota,,Franklin Pierce,W 109-57,200,42,72,0.583,31,57,0.544,11,15,0.733,14,24,0.583,109
380,2014-11-22,Gonzaga,,St. Thomas Aquinas,W 109-55,200,42,62,0.677,35,45,0.778,7,17,0.412,18,23,0.783,109
381,2014-12-01,Detroit Mercy,,Aquinas,W 109-59,200,41,68,0.603,29,46,0.63,12,22,0.545,15,26,0.577,109
382,2014-12-27,Weber State,,Bristol University,W 109-59,200,42,60,0.7,27,39,0.692,15,21,0.714,10,15,0.667,109
383,2015-01-13,Stephen F. Austin,@,Central Arkansas,W 109-58,200,39,67,0.582,31,50,0.62,8,17,0.471,23,30,0.767,109
384,2015-11-13,Buffalo,,Pittsburgh-Bradford,W 109-49,200,40,75,0.533,30,50,0.6,10,25,0.4,19,26,0.731,109
385,2015-11-13,Kansas,,Northern Colorado,W 109-72,200,34,61,0.557,19,35,0.543,15,26,0.577,26,34,0.765,109
386,2015-11-15,Florida State,,Nicholls State,W 109-62,200,40,61,0.656,30,41,0.732,10,20,0.5,19,28,0.679,109
387,2015-12-01,Davidson,@,Charlotte,W 109-74,200,36,62,0.581,21,33,0.636,15,29,0.517,22,29,0.759,109
388,2015-12-06,Sam Houston State,,Sul Ross State,W 109-61,198,41,81,0.506,29,47,0.617,12,34,0.353,15,23,0.652,109
389,2016-01-04,Kansas,,Oklahoma,W 109-106 (3OT),275,40,94,0.426,29,72,0.403,11,22,0.5,18,23,0.783,109
390,2016-01-25,Houston Baptist,,Hillsdale,W 109-84,200,41,65,0.631,29,44,0.659,12,21,0.571,15,20,0.75,109
391,2016-02-06,Marshall,@,Texas-San Antonio,W 109-91,200,36,65,0.554,18,31,0.581,18,34,0.529,19,30,0.633,109
392,2016-11-11,Purdue,,McNeese State,W 109-65,200,39,70,0.557,30,47,0.638,9,23,0.391,22,31,0.71,109
393,2016-11-12,San Jose State,,West Coast Baptist,W 109-70,200,36,64,0.563,24,35,0.686,12,29,0.414,25,36,0.694,109
394,2016-11-14,North Florida,,Edward Waters,W 109-73,200,35,68,0.515,29,38,0.763,6,30,0.2,33,45,0.733,109
395,2016-11-18,Gonzaga,,Bryant,W 109-70,200,34,61,0.557,27,42,0.643,7,19,0.368,34,45,0.756,109
396,2016-11-21,Wright State,,Ohio Dominican,W 109-54,200,32,57,0.561,19,31,0.613,13,26,0.5,32,40,0.8,109
397,2016-12-10,Lamar,,Austin College,W 109-58,200,37,68,0.544,28,45,0.622,9,23,0.391,26,42,0.619,109
398,2016-12-10,San Jose State,,Life Pacific,W 109-70,200,39,71,0.549,26,46,0.565,13,25,0.52,18,24,0.75,109
399,2016-12-12,IUPUI,,Urbana,W 109-67,200,37,58,0.638,20,29,0.69,17,29,0.586,18,22,0.818,109
400,2016-12-17,DePaul,,Chicago State,W 109-61,200,38,57,0.667,25,37,0.676,13,20,0.65,20,29,0.69,109
401,2017-02-05,Florida State,,Clemson,W 109-61,200,41,62,0.661,24,32,0.75,17,30,0.567,10,12,0.833,109
402,2017-02-18,Ball State,@,Central Michigan,W 109-100 (OT),225,38,73,0.521,26,42,0.619,12,31,0.387,21,29,0.724,109
403,2017-02-21,Wichita State,,Evansville,W 109-83,200,35,65,0.538,22,42,0.524,13,23,0.565,26,33,0.788,109
404,2017-02-28,Eastern Michigan,@,Central Michigan,W 109-81,200,38,74,0.514,22,38,0.579,16,36,0.444,17,24,0.708,109
405,2017-03-07,Southern Utah,N,Montana State,W 109-105 (3OT),275,33,77,0.429,21,48,0.438,12,29,0.414,31,42,0.738,109
406,2010-11-15,Columbia,,Maryland-Eastern Shore,W 108-74,200,38,60,0.633,26,40,0.65,12,20,0.6,20,27,0.741,108
407,2010-11-17,Arkansas-Little Rock,,St. Gregory's,W 108-58,200,45,76,0.592,40,60,0.667,5,16,0.313,13,21,0.619,108
408,2010-12-04,Washington,,Texas Tech,W 108-79,200,41,73,0.562,32,56,0.571,9,17,0.529,17,23,0.739,108
409,2010-12-29,Duke,@,North Carolina-Greensboro,W 108-62,200,39,64,0.609,28,40,0.7,11,24,0.458,19,25,0.76,108
410,2010-12-30,Davidson,,Saint Joseph's (ME),W 108-39,200,41,69,0.594,29,42,0.69,12,27,0.444,14,16,0.875,108
411,2011-01-29,UC-Davis,,UC-Irvine,W 108-107 (2OT),250,37,77,0.481,24,49,0.49,13,28,0.464,21,32,0.656,108
412,2011-01-31,Coppin State,,Norfolk State,L 108-110 (2OT),250,39,89,0.438,31,61,0.508,8,28,0.286,22,32,0.688,108
413,2011-11-11,Kentucky,,Marist,W 108-58,200,46,75,0.613,42,65,0.646,4,10,0.4,12,15,0.8,108
414,2011-11-23,North Carolina A&T,,Johnson & Wales (NC),W 108-55,200,43,81,0.531,36,57,0.632,7,24,0.292,15,21,0.714,108
415,2011-11-30,Boise State,,Drake,W 108-64,200,36,59,0.61,22,37,0.595,14,22,0.636,22,34,0.647,108
416,2011-12-19,Arkansas State,,Lyon,W 108-61,200,40,72,0.556,36,53,0.679,4,19,0.211,24,37,0.649,108
417,2012-03-18,Oregon,,Iowa,W 108-97,200,35,59,0.593,25,36,0.694,10,23,0.435,28,32,0.875,108
418,2012-11-09,Loyola Marymount,,Pacifica,W 108-49,200,45,78,0.577,38,62,0.613,7,16,0.438,11,21,0.524,108
419,2012-11-13,Central Arkansas,,Hendrix,W 108-65,200,43,78,0.551,31,56,0.554,12,22,0.545,10,23,0.435,108
420,2012-11-28,Austin Peay,,Berea,W 108-53,200,38,67,0.567,26,41,0.634,12,26,0.462,20,27,0.741,108
421,2012-12-08,Syracuse,,Monmouth,W 108-56,200,42,82,0.512,31,52,0.596,11,30,0.367,13,27,0.481,108
422,2012-12-21,Chattanooga,,Reinhardt,W 108-78,200,42,74,0.568,39,61,0.639,3,13,0.231,21,30,0.7,108
423,2013-01-30,NJIT,,Fisher College,W 108-69,200,38,66,0.576,23,41,0.561,15,25,0.6,17,22,0.773,108
424,2013-02-25,Kansas,@,Iowa State,W 108-96 (OT),225,37,68,0.544,24,43,0.558,13,25,0.52,21,27,0.778,108
425,2013-02-28,Southeast Missouri State,@,Austin Peay,W 108-81,200,40,60,0.667,20,27,0.741,20,33,0.606,8,10,0.8,108
426,2013-11-12,George Washington,,Maine,W 108-81,200,38,70,0.543,27,42,0.643,11,28,0.393,21,28,0.75,108
427,2013-11-14,Sam Houston State,@,Prairie View,W 108-103 (2OT),250,33,63,0.524,25,47,0.532,8,16,0.5,34,46,0.739,108
428,2013-11-14,Southeastern Louisiana,,Champion Baptist,W 108-54,200,39,66,0.591,32,49,0.653,7,17,0.412,23,28,0.821,108
429,2013-11-15,Brigham Young,,Mount St. Mary's,W 108-76,200,41,68,0.603,33,50,0.66,8,18,0.444,18,30,0.6,108
430,2013-11-15,Mississippi Valley State,,Champion Baptist,W 108-48,201,44,75,0.587,33,49,0.673,11,26,0.423,9,17,0.529,108
431,2013-11-16,Chattanooga,,Montreat,W 108-51,200,39,70,0.557,29,47,0.617,10,23,0.435,20,34,0.588,108
432,2013-11-23,Youngstown State,,Westminster (PA),W 108-57,200,34,74,0.459,21,41,0.512,13,33,0.394,27,31,0.871,108
433,2013-11-29,Valparaiso,,Mercer,L 108-117 (3OT),275,35,74,0.473,26,45,0.578,9,29,0.31,29,32,0.906,108
434,2013-12-15,Tennessee State,,Fisk,W 108-85,200,38,74,0.514,35,61,0.574,3,13,0.231,29,37,0.784,108
435,2013-12-16,East Tennessee State,,Tusculum,W 108-87,200,35,65,0.538,23,36,0.639,12,29,0.414,26,30,0.867,108
436,2013-12-21,Delaware,N,Bryant,W 108-107 (OT),225,38,77,0.494,32,55,0.582,6,22,0.273,26,36,0.722,108
437,2014-02-05,Virginia Military Institute,@,Gardner-Webb,W 108-104 (4OT),300,43,89,0.483,31,62,0.5,12,27,0.444,10,19,0.526,108
438,2014-02-15,Abilene Christian,,Dallas Christian,W 108-69,201,39,67,0.582,25,38,0.658,14,29,0.483,16,17,0.941,108
439,2014-12-07,North Carolina,,East Carolina,W 108-64,200,45,75,0.6,44,68,0.647,1,7,0.143,17,22,0.773,108
440,2014-12-17,North Carolina Central,,Barber-Scotia,W 108-52,200,43,69,0.623,37,52,0.712,6,17,0.353,16,25,0.64,108
441,2014-12-27,Minnesota,,North Carolina-Wilmington,W 108-82,200,40,67,0.597,30,51,0.588,10,16,0.625,18,21,0.857,108
442,2015-01-15,Washington State,,Oregon,W 108-99 (OT),225,33,56,0.589,19,32,0.594,14,24,0.583,28,37,0.757,108
443,2015-01-17,Southeastern Louisiana,@,Incarnate Word,W 108-98 (2OT),250,37,63,0.587,25,41,0.61,12,22,0.545,22,31,0.71,108
444,2015-02-03,Central Arkansas,,Northwestern State,L 108-110,200,36,62,0.581,23,37,0.622,13,25,0.52,23,28,0.821,108
445,2015-11-13,Bethune-Cookman,,Trinity (FL),W 108-54,200,41,67,0.612,29,39,0.744,12,28,0.429,14,18,0.778,108
446,2015-11-13,Louisiana-Lafayette,,Louisiana College,W 108-68,200,41,69,0.594,37,44,0.841,4,25,0.16,22,32,0.688,108
447,2015-11-15,Richmond,,Stetson,W 108-85,200,42,77,0.545,27,46,0.587,15,31,0.484,9,14,0.643,108
448,2015-11-24,Colorado State,,Abilene Christian,W 108-100 (2OT),250,36,73,0.493,27,49,0.551,9,24,0.375,27,33,0.818,108
449,2015-11-25,Eastern Michigan,,Marygrove,W 108-64,200,39,73,0.534,35,59,0.593,4,14,0.286,26,40,0.65,108
450,2015-11-30,Nevada,,Holy Names,W 108-57,200,40,67,0.597,31,51,0.608,9,16,0.563,19,25,0.76,108
451,2015-12-02,North Florida,@,Louisiana State,L 108-119,200,39,76,0.513,20,43,0.465,19,33,0.576,11,13,0.846,108
452,2015-12-03,Incarnate Word,,Dallas Christian,W 108-71,200,41,78,0.526,33,53,0.623,8,25,0.32,18,23,0.783,108
453,2015-12-13,Nebraska-Omaha,@,Grand Canyon,W 108-104 (OT),225,34,61,0.557,25,39,0.641,9,22,0.409,31,40,0.775,108
454,2015-12-20,Green Bay,,Wisconsin-Superior,W 108-57,200,41,75,0.547,36,63,0.571,5,12,0.417,21,32,0.656,108
455,2015-12-22,Canisius,N,Louisiana-Monroe,W 108-96 (3OT),275,29,74,0.392,14,39,0.359,15,35,0.429,35,48,0.729,108
456,2016-01-25,Detroit Mercy,@,Green Bay,L 108-115 (OT),225,38,78,0.487,30,51,0.588,8,27,0.296,24,36,0.667,108
457,2016-02-04,Marshall,@,Texas-El Paso,L 108-112,200,38,71,0.535,27,43,0.628,11,28,0.393,21,25,0.84,108
458,2016-02-11,Massachusetts-Lowell,@,Maine,W 108-95 (OT),225,37,74,0.5,21,46,0.457,16,28,0.571,18,24,0.75,108
459,2016-02-14,Albany (NY),,Maine,W 108-64,200,41,71,0.577,34,50,0.68,7,21,0.333,19,24,0.792,108
460,2016-02-14,Massachusetts,@,Duquesne,W 108-99 (OT),225,32,70,0.457,18,39,0.462,14,31,0.452,30,43,0.698,108
461,2016-02-25,Texas-San Antonio,@,Charlotte,L 108-114 (2OT),250,37,74,0.5,23,43,0.535,14,31,0.452,20,29,0.69,108
462,2016-02-26,Oakland,,Detroit Mercy,W 108-97,200,38,64,0.594,27,39,0.692,11,25,0.44,21,28,0.75,108
463,2016-03-05,Marshall,,Southern Mississippi,W 108-106 (OT),225,37,74,0.5,29,43,0.674,8,31,0.258,26,33,0.788,108
464,2016-03-09,Nevada-Las Vegas,,Air Force,W 108-102 (3OT),275,31,66,0.47,19,30,0.633,12,36,0.333,34,44,0.773,108
465,2016-11-18,Southern Utah,,Bethesda University (CA),W 108-92,200,24,60,0.4,18,31,0.581,6,29,0.207,54,78,0.692,108
466,2016-11-22,South Carolina Upstate,@,Charlotte,W 108-103 (OT),225,41,77,0.532,31,54,0.574,10,23,0.435,16,20,0.8,108
467,2016-11-25,Princeton,,Rowan,W 108-46,200,42,76,0.553,29,45,0.644,13,31,0.419,11,16,0.688,108
468,2016-11-28,West Virginia,,Manhattan,W 108-61,200,35,74,0.473,27,56,0.482,8,18,0.444,30,43,0.698,108
469,2016-12-02,Citadel,,Colgate,W 108-101,200,31,62,0.5,15,27,0.556,16,35,0.457,30,34,0.882,108
470,2016-12-04,Tennessee-Martin,,Boyce,W 108-64,200,44,74,0.595,32,47,0.681,12,27,0.444,8,19,0.421,108
471,2016-12-05,North Carolina-Greensboro,,Mars Hill,W 108-56,200,37,59,0.627,19,32,0.594,18,27,0.667,16,21,0.762,108
472,2016-12-12,Southeastern Louisiana,,Florida A&M,W 108-69,200,40,69,0.58,26,41,0.634,14,28,0.5,14,17,0.824,108
473,2016-12-22,Green Bay,,Saint Mary's (MN),W 108-59,200,41,74,0.554,32,53,0.604,9,21,0.429,17,27,0.63,108
474,2017-01-23,Texas-Arlington,,Louisiana-Lafayette,W 108-71,200,40,70,0.571,27,39,0.692,13,31,0.419,15,21,0.714,108
475,2017-01-30,William & Mary,,Drexel,W 108-85,200,43,68,0.632,26,38,0.684,17,30,0.567,5,9,0.556,108
476,2017-02-01,Cal State Northridge,,Long Beach State,W 108-98,200,37,66,0.561,29,49,0.592,8,17,0.471,26,32,0.813,108
477,2017-02-04,North Carolina-Wilmington,,Delaware,W 108-80,200,36,52,0.692,15,20,0.75,21,32,0.656,15,20,0.75,108
478,2017-02-11,IPFW,,Nebraska-Omaha,W 108-101 (OT),225,39,79,0.494,23,37,0.622,16,42,0.381,14,22,0.636,108
